Temperature (K),Luminosity (L0),Radius (R0),Absolute Magnitude,Star Color,Spectral Class,Star Color Strings
23189.66254,26837.6574,2.137063067,-3.653855126,7,B,Blue
28229.37827,7429.549773,6.540185937,-1.885075928,7,B,Blue
17567.9475,9337.603502,6.229024462,0.2472204146,5,B,Blue White
15139.62545,12280.84552,4.508452414,-4.656590158,4,B,White
17184.88587,21247.62655,3.871017858,-1.164036398,7,B,Blue
23444.04001,4330.536912,3.421653913,0.5264972041,5,B,Blue White
29088.02524,26142.87895,5.259472454,-4.652211571,4,B,White
16680.63731,2517.598005,1.86554672,-3.921645816,7,B,Blue
19258.75102,13865.59171,3.595488925,-2.460645608,6,B,Whitish
29827.31786,935.9109842,6.228889058,0.4385941875,4,B,White
24139.00965,22602.18597,4.423102311,-2.424574473,7,B,Blue
32797.31913,21008.77902,4.074656975,-4.078545088,4,B,White
14685.07413,6455.004579,4.183379129,-2.184728223,4,B,White
29025.80895,20405.14295,3.28306119,-1.887780789,7,B,Blue
25544.81724,16729.8481,6.364020282,-3.077631559,6,B,Whitish
15725.83781,25524.10011,6.513567748,-6.011191805,5,B,Blue White
20943.06941,16768.00062,4.265102897,-0.9406233987,6,B,Whitish
19178.73021,27055.66558,6.564431129,-2.385273494,7,B,Blue
23787.07973,12600.04318,3.98804977,-3.310068855,4,B,White
28412.02361,10759.89737,3.844996228,-5.641454588,6,B,Whitish
12416.58174,14682.40083,2.823430938,-3.47726569,6,B,Whitish
28893.17046,7697.465177,2.727597506,-4.393568343,5,B,Blue White
29344.98559,27876.84884,5.797220381,-4.62017513,6,B,Whitish
18153.64362,14016.03551,5.287858078,-0.1224444721,5,B,Blue White
19891.59764,7638.88532,4.342779331,-3.220387045,4,B,White
23161.50202,12950.77296,5.77958754,-5.725150991,5,B,Blue White
26118.96881,21083.33709,4.25699727,-3.355869868,7,B,Blue
27076.80441,12084.83779,4.449416862,-0.4082929124,4,B,White
27431.33546,5475.656358,2.823767491,-4.901756534,5,B,Blue White
18949.96156,25691.12721,4.621539006,0.6030532712,5,B,Blue White
19873.95715,17536.43171,2.485263482,-3.767453388,4,B,White
31995.92712,11223.02401,2.050672934,-3.689523845,6,B,Whitish
23178.34145,6670.294039,5.079877993,-4.614783111,7,B,Blue
29543.60725,6589.348678,4.721085496,-0.4656273929,7,B,Blue
16355.94227,15678.91748,2.854348487,-5.604297892,6,B,Whitish
24313.44315,13016.84584,3.750143723,0.8817501969,5,B,Blue White
23532.31875,22245.58705,4.823558135,-4.953993885,5,B,Blue White
32159.77471,2136.727729,4.465476599,-4.008893965,6,B,Whitish
11975.76198,25423.81976,2.412379498,-1.055858424,7,B,Blue
21511.47451,20404.41003,2.612151992,-5.0797258,7,B,Blue
21996.56256,4121.129369,1.804797207,-2.345921386,4,B,White
12073.81805,25755.6056,3.807179862,-0.8038205458,5,B,Blue White
30807.32903,6015.027887,4.144731259,0.7255886495,4,B,White
30340.94559,18230.01415,2.567370447,-0.7243946254,5,B,Blue White
20096.76234,16302.77339,5.000825171,-0.5936200872,7,B,Blue
27979.6201,4890.682644,1.886017771,-3.118054525,4,B,White
13414.69553,194.4507171,2.374441711,-4.354946204,4,B,White
24255.76633,23150.26729,6.370201483,-2.281331999,6,B,Whitish
15994.34463,22949.507,6.48409906,-4.505399856,5,B,Blue White
20250.09286,12646.55384,1.948389786,0.08839885173,5,B,Blue White
29411.98876,1727.9751,4.17063285,-1.23418446,7,B,Blue
14512.71313,17582.76618,5.941066215,-0.1043459483,7,B,Blue
16988.58732,5245.303452,2.965805598,-0.2691220872,6,B,Whitish
21115.77506,21865.10455,5.804496786,-2.66269465,5,B,Blue White
17769.67701,16040.37422,5.705237724,-3.838800902,6,B,Whitish
28365.17408,7610.602025,4.8190709,-1.052540946,4,B,White
32712.21423,27513.77603,1.810743353,1.153100886,6,B,Whitish
13658.09376,22751.88103,3.622674911,-0.4455873349,6,B,Whitish
15448.23501,26613.7462,6.141147343,-0.005989159635,6,B,Whitish
26151.44255,2087.225179,5.065687992,-0.9161552786,5,B,Blue White
18635.84824,5526.257661,3.618351027,-1.732370595,5,B,Blue White
32395.21276,22118.75282,4.833382611,-0.571317735,4,B,White
32363.02778,20909.02771,2.967693708,-2.459157358,7,B,Blue
24805.05514,23315.36235,4.542782744,0.2560276601,5,B,Blue White
29782.27417,15069.55499,6.512298114,-5.618635894,5,B,Blue White
19243.31815,12779.26742,5.878473691,1.018183579,7,B,Blue
24534.40835,18346.83299,3.160532091,-5.392165981,4,B,White
32660.44271,25676.76244,5.075796789,-2.088778873,7,B,Blue
22867.98034,20132.14334,3.518997749,-3.150111771,7,B,Blue
31472.61406,15719.67154,6.537248496,-5.331114055,7,B,Blue
26567.89374,8981.991918,2.20313422,-0.7828953236,5,B,Blue White
21132.88589,21126.47313,3.001468255,-1.597161096,5,B,Blue White
24697.71513,11463.78601,5.694463754,-0.3495244211,7,B,Blue
30415.64792,17041.35781,2.205230899,-1.944006307,5,B,Blue White
14570.94525,26638.63214,4.350019026,-0.1405778003,6,B,Whitish
19093.4243,25292.40494,5.6429903,-1.86916191,6,B,Whitish
32820.03196,26966.48671,5.346351561,0.8374951586,7,B,Blue
19254.08719,28171.61767,2.479982305,0.3026023377,6,B,Whitish
25153.69906,24467.6688,3.901892438,-2.378971727,6,B,Whitish
30731.00683,65.70091786,3.481825788,-0.3063732739,6,B,Whitish
32893.78086,117.6436593,4.096787987,-2.633764177,7,B,Blue
25022.75547,2646.877769,4.619536321,-0.01173148214,7,B,Blue
12494.03784,7840.302352,2.499867337,-3.743310696,4,B,White
10830.62271,708.3901525,6.145586915,1.074199965,4,B,White
24216.0985,12736.94244,4.872932392,-4.069584633,4,B,White
23044.32032,10248.42244,2.582109943,-5.583236969,7,B,Blue
32125.18713,16252.08415,4.516370837,-0.5834820247,4,B,White
27160.4258,27786.91825,6.271757457,0.005860133337,7,B,Blue
25237.87026,8972.520926,5.558889042,0.6776317479,6,B,Whitish
22036.20632,10159.0917,5.091298257,-3.709830958,4,B,White
15977.56847,25787.91621,4.037852568,-0.1940095349,7,B,Blue
32125.85664,10230.83737,3.049526859,-2.153095044,7,B,Blue
22424.69286,4165.159081,4.532487221,-2.705516741,7,B,Blue
10696.21376,15246.27369,2.994099182,-0.0710706512,6,B,Whitish
26015.23266,25703.27789,3.332647639,0.8955509506,6,B,Whitish
21953.47163,11544.8007,6.171850715,-5.557868805,4,B,White
11357.70278,20878.33553,6.049056197,-0.8970942569,6,B,Whitish
30470.83336,18846.42773,5.614029236,-4.388592109,6,B,Whitish
17594.65158,13525.38493,6.243887074,-3.18013974,4,B,White
15283.12755,14221.69781,2.658431764,-4.143922974,5,B,Blue White
12620.81877,28492.44795,4.284197512,0.01562314331,6,B,Whitish
17151.22241,2527.839415,4.809625519,1.215904982,4,B,White
15253.94341,8412.871877,6.18327526,-1.331335257,6,B,Whitish
24995.93485,13424.0441,4.987047618,-0.9318676352,4,B,White
11521.68287,17637.44864,3.66812555,0.751074569,5,B,Blue White
16334.92174,26332.0833,5.352036391,-1.052000721,6,B,Whitish
16481.86546,14086.28809,5.724647327,-1.931231619,5,B,Blue White
30241.52397,13136.61881,4.681655007,-3.313153709,6,B,Whitish
20219.59825,22391.89358,2.20798591,-1.443149197,5,B,Blue White
27386.02478,14050.61621,6.227318405,-3.443005063,4,B,White
23875.81664,25828.29985,2.057269514,-3.115844691,7,B,Blue
28015.11656,14008.69757,4.329719773,-3.402683037,6,B,Whitish
12620.40469,14955.682,2.370495728,-2.667901136,6,B,Whitish
32506.96936,14635.73387,3.624686353,-2.409839975,6,B,Whitish
29517.72354,6903.326523,5.701596158,0.5906487163,6,B,Whitish
11164.86945,2589.428166,2.971660395,-4.598603367,7,B,Blue
20722.64218,2044.814825,6.045228764,-3.624490913,6,B,Whitish
17490.02532,26654.51827,5.220704615,-1.888694166,4,B,White
24494.71787,7014.201378,3.615112503,-2.531307921,5,B,Blue White
15296.88077,25851.33291,2.994814133,-4.187446075,7,B,Blue
23337.35439,21359.25941,3.013697977,-1.848396178,4,B,White
23872.59537,26187.56947,5.482769254,0.3532751414,5,B,Blue White
23797.2192,28141.61016,2.039337048,-5.670796861,7,B,Blue
20313.84125,4212.186124,5.089385125,-2.870740424,7,B,Blue
10814.7396,11832.15684,4.777334986,-5.49901853,4,B,White
21817.74121,29417.37082,5.384086224,-1.968938774,7,B,Blue
19377.79372,19352.70093,6.490827112,-2.145281023,4,B,White
12485.05884,26894.88314,3.642784861,-0.459413275,5,B,Blue White
20577.13947,14479.8564,3.048986891,-4.402124694,5,B,Blue White
20370.30333,447.4399288,6.011853773,-1.791143958,5,B,Blue White
22676.22772,18695.83832,5.669260721,-2.737362602,4,B,White
28524.29929,6952.083509,4.013381183,0.2254338157,5,B,Blue White
26119.55167,15834.83303,2.236616102,-1.249637984,6,B,Whitish
30061.41659,21756.63404,4.508490361,-3.511910546,7,B,Blue
11200.41951,18232.28834,2.699437868,-3.561236985,4,B,White
15052.67016,17661.28421,4.352110012,-4.250097586,5,B,Blue White
20571.76623,13017.20933,3.504159945,0.9001324314,5,B,Blue White
32046.27271,7344.082483,3.310960823,-3.922258705,5,B,Blue White
28171.04321,12883.0866,5.28835905,-4.952547207,4,B,White
20393.11601,330.0692293,4.275709719,-3.457240692,4,B,White
17668.84829,18274.42294,5.59509551,-0.6541935855,5,B,Blue White
11359.19219,28740.30627,2.781564391,-0.9175169261,4,B,White
27040.82197,2886.009543,5.054909172,-0.9544246859,7,B,Blue
21656.27405,1091.827137,2.051930605,-6.074115947,6,B,Whitish
14598.2845,26589.89746,5.645627339,-3.361072919,7,B,Blue
19825.45168,7427.067418,5.057129466,0.5240227142,7,B,Blue
13879.87641,292.2288112,6.340842936,-3.773798617,6,B,Whitish
27288.97559,24452.23514,2.239479086,-1.719498856,4,B,White
18472.06936,4236.470611,6.160504179,-3.925249505,7,B,Blue
31661.80929,26398.99655,4.247774578,-5.19864401,6,B,Whitish
10394.96844,2883.919163,4.751537113,-3.257818722,7,B,Blue
29068.2859,10592.98903,3.317141764,-0.09364132691,5,B,Blue White
24411.59242,17812.78152,2.171939911,1.11126494,6,B,Whitish
22391.16985,17565.81961,5.882947517,0.2328650861,4,B,White
24961.67561,20038.76088,2.493729153,-5.502240099,7,B,Blue
26712.47924,19449.61277,3.578331805,-3.631062631,6,B,Whitish
12173.23697,13015.23779,4.787478879,-4.379728044,4,B,White
30184.20049,4214.268804,6.588249132,-3.777774291,6,B,Whitish
10330.32931,22564.087,4.28325184,1.135384748,5,B,Blue White
16768.96042,7272.559138,6.554453833,-2.079390931,4,B,White
14138.04221,19522.51819,2.88736542,-0.5980182186,4,B,White
31304.76817,25724.78747,3.710424895,0.08444728492,4,B,White
11568.15005,2554.00487,5.14352971,-4.89002286,4,B,White
23365.14423,29163.37262,2.110275645,0.5358293805,6,B,Whitish
24654.47812,968.0115684,5.388775595,-5.345235178,7,B,Blue
24979.19309,25066.2514,3.81792207,-0.6286638792,6,B,Whitish
29886.30629,25075.50761,5.694323617,-0.7445288181,6,B,Whitish
11286.90818,1519.478603,3.622105372,-0.8322490324,6,B,Whitish
28787.669,16387.93911,3.331525537,-5.136607872,7,B,Blue
22165.21673,28296.51594,6.53304512,-2.834535074,6,B,Whitish
25970.06289,9661.155269,5.247268345,-2.370238106,6,B,Whitish
14885.31261,24198.84244,3.783280121,-2.210286557,7,B,Blue
22495.43876,18051.92769,2.273425139,0.2161146112,6,B,Whitish
26157.96626,23693.87344,5.325883801,-1.125167408,5,B,Blue White
31997.99482,23980.57143,4.859070194,-0.1809720327,7,B,Blue
20224.46975,1510.703848,2.154441008,-2.204740052,5,B,Blue White
11964.15011,8513.879049,2.378439199,0.9249523306,6,B,Whitish
11318.82339,19612.3683,6.511661803,-5.628590918,6,B,Whitish
24477.36118,14702.41898,4.184637225,-2.129012138,6,B,Whitish
28312.11853,29186.2458,1.907585541,-4.044163268,4,B,White
25897.40066,22460.98505,2.058391435,-2.575764521,4,B,White
17942.08083,17046.03846,2.476194228,-1.072553931,5,B,Blue White
31776.78334,8986.4508,6.088676696,-4.585135675,7,B,Blue
21964.37732,7701.890687,4.035936351,-1.637853514,6,B,Whitish
31937.69958,26599.74974,4.492112343,-3.71608161,5,B,Blue White
11692.69962,13417.85586,4.173390467,0.3718438814,5,B,Blue White
14761.73481,24484.21792,2.125370345,-5.1368817,7,B,Blue
27825.63972,2972.66062,6.108703403,-5.365254589,6,B,Whitish
31026.31989,25791.31377,3.185113483,0.9486915761,6,B,Whitish
27998.6649,853.1795196,3.091424711,-4.993112262,4,B,White
16797.28651,26977.21412,4.652132042,-4.995794342,5,B,Blue White
13492.45161,27000.56663,4.084219315,-4.973577426,6,B,Whitish
29501.94201,15735.07764,3.567892983,-5.4598735,5,B,Blue White
28051.6556,3627.980392,4.946933234,-2.770890982,5,B,Blue White
16229.12455,5354.377902,6.303361948,-1.190238744,5,B,Blue White
15239.64621,21190.57515,4.778040892,0.006693395976,7,B,Blue
17383.53399,24945.0087,3.15763244,-0.2959670409,5,B,Blue White
29079.9215,1069.143772,2.784870009,-0.8673205359,6,B,Whitish
28910.19048,22741.21534,3.907843592,-2.636956388,5,B,Blue White
23125.70556,28714.43754,1.930801054,-0.8977053168,6,B,Whitish
23152.08163,10302.54369,6.005684813,0.9408983751,7,B,Blue
16578.42027,19156.35519,4.728442782,-2.392434106,6,B,Whitish
26080.07186,10306.59921,2.777243425,-3.87175854,7,B,Blue
28313.9327,6513.730101,4.295600759,-0.2990915754,4,B,White
20156.54829,23591.3638,2.05835665,-4.377828078,7,B,Blue
20262.95907,21699.62154,5.938499669,-4.393188119,4,B,White
20710.23539,8383.196171,3.926086397,-2.695165432,5,B,Blue White
16417.90131,17483.38208,4.430443955,-1.555119275,4,B,White
25533.63232,12644.6483,4.520931993,-1.585022321,7,B,Blue
30784.28411,2784.759485,5.065895958,-5.216261846,4,B,White
30896.09567,745.2190671,3.582617175,-5.207641696,4,B,White
27185.52972,14747.09548,2.175497804,-4.023537234,4,B,White
15991.76466,8366.053929,3.990483474,-0.6976492137,6,B,Whitish
25861.67032,10209.221,2.029650241,-3.088659281,4,B,White
13032.10531,8638.304545,5.343633562,-0.01040345071,5,B,Blue White
12840.51914,5147.824477,1.98240737,0.7717910353,7,B,Blue
14390.76562,11992.91785,6.380372757,-3.178878729,6,B,Whitish
13351.83829,20937.04581,5.363387205,-5.735202128,7,B,Blue
23456.00315,6130.201203,6.299757922,-1.910358427,4,B,White
11687.31887,19998.13649,4.264147134,-0.6096722792,5,B,Blue White
28913.50311,13305.90603,2.956343036,-3.759804977,6,B,Whitish
26626.76839,13013.02559,3.047833338,-2.487074072,6,B,Whitish
31294.73487,5277.802286,5.443075974,-4.4864192,7,B,Blue
21330.68776,5816.239295,6.568045266,0.8024474834,4,B,White
25062.30666,18502.22942,3.5121876,-2.565410017,5,B,Blue White
30472.83999,8088.592971,5.413717637,-2.14022884,4,B,White
22386.08821,16801.346,2.328232786,-4.490809175,7,B,Blue
16490.71878,28344.90015,4.665817102,-5.412885337,7,B,Blue
32447.02291,21441.28728,3.866856962,-5.676580881,7,B,Blue
10837.78686,20384.60917,5.307446483,-0.08021959168,4,B,White
17503.62518,28782.43292,3.053645619,-0.4342048942,5,B,Blue White
32379.31335,23265.646,2.255076872,-4.677722462,4,B,White
18395.75038,18241.61582,3.964624749,0.4770207991,5,B,Blue White
17110.44123,28441.37072,4.872357649,-1.076707922,7,B,Blue
12780.98485,1812.757667,2.433786323,-1.279041433,6,B,Whitish
31062.61119,8079.652549,3.973547663,1.179109455,6,B,Whitish
13115.99873,29600.73432,4.930558075,-5.871691485,6,B,Whitish
17638.71151,23171.89679,5.769591991,-2.993253397,6,B,Whitish
30642.03753,14273.74514,3.27876916,-2.508820331,7,B,Blue
21491.92189,20434.96418,3.731345179,-1.819572053,6,B,Whitish
24151.62957,12522.61928,6.044310317,-5.50630196,4,B,White
23412.05827,11419.97236,5.162781648,-1.254660377,6,B,Whitish
26059.84031,6417.779913,2.960987017,-5.734510523,4,B,White
10674.64388,11503.56622,5.447192715,-2.016158963,7,B,Blue
22141.30182,914.2908515,3.196443539,-0.8723739139,4,B,White
10737.67547,14182.82393,3.131705851,-2.524098692,5,B,Blue White
29024.27343,10017.84629,1.829317455,-1.56828324,6,B,Whitish
17819.68275,29275.948,3.598613477,-4.544459274,5,B,Blue White
29474.35205,16674.42007,3.897277348,-1.361495661,7,B,Blue
15659.60004,25392.95154,3.26063265,-3.314666313,6,B,Whitish
23374.2988,12256.70324,3.196129587,-5.355636368,4,B,White
31566.56822,13873.99446,2.964078283,-3.337740107,6,B,Whitish
11099.10772,24793.54396,6.296081328,-4.182715849,4,B,White
11241.48616,29736.31592,5.928913156,-4.341725035,6,B,Whitish
10474.21478,15730.33079,3.70669565,-1.529049749,6,B,Whitish
25674.00583,27764.97077,4.101211701,-2.266022393,4,B,White
23768.45611,22177.1803,4.511981247,-3.074437808,4,B,White
12622.69079,17033.71593,4.15017307,-4.514872698,4,B,White
28313.64307,29064.11045,3.095095837,0.2075401582,4,B,White
24210.5635,24739.37011,6.550752682,0.2256308268,4,B,White
11614.91105,28789.28814,2.681643342,-4.027369485,7,B,Blue
11593.41637,19399.22331,5.93595228,-1.584554703,4,B,White
13128.16994,11402.71523,1.956636346,-0.3751623714,7,B,Blue
28144.50035,14310.32606,3.393398494,0.9172246852,4,B,White
12125.16453,27358.89713,5.39398558,0.6574759247,7,B,Blue
15470.98222,470.2443266,4.892958999,-3.283908265,5,B,Blue White
15603.90199,4721.898071,2.612342221,-4.921320969,6,B,Whitish
12410.91089,14160.2471,6.370584483,-0.2479420363,7,B,Blue
29742.11349,16301.17605,4.40769713,-5.281167386,7,B,Blue
26058.59462,1814.238696,3.006784686,-4.949464919,4,B,White
26876.06907,19749.45841,4.577147087,-3.497546783,6,B,Whitish
24962.20436,26691.81822,6.194287675,0.1279806196,7,B,Blue
21874.22301,3311.237368,6.098863325,-1.824902578,7,B,Blue
17506.92711,13147.2491,4.116031763,-1.799870607,4,B,White
25220.85253,8424.896936,3.925151893,0.7034259786,4,B,White
12704.00615,29557.75822,3.296423771,-1.881673167,6,B,Whitish
13399.80053,18272.54225,2.065506106,-6.046466599,4,B,White
10454.58727,7631.132477,5.418200512,-0.1548894035,4,B,White
32178.7098,4000.126437,2.433347903,-1.63308239,5,B,Blue White
32318.57675,16361.52161,3.508426172,-2.583036176,7,B,Blue
12848.79166,24838.42285,3.700180627,-4.141596033,7,B,Blue
20750.43062,25114.26297,6.050501892,-4.21782965,4,B,White
25103.96208,25004.62569,1.901949833,-2.57495972,6,B,Whitish
16674.26803,6131.370143,5.851587452,-4.444493263,7,B,Blue
27354.34271,16343.92053,3.18273909,-5.761801062,7,B,Blue
22836.71518,26251.40808,3.001645836,-4.872687827,7,B,Blue
19839.2297,3651.977583,4.144222248,-4.215250712,7,B,Blue
16145.46332,25694.11429,5.299373354,-4.661402876,6,B,Whitish
27335.92971,26995.78617,2.772557262,-1.656042117,4,B,White
30662.65548,6555.50709,2.838125786,-0.04930413355,6,B,Whitish
26754.21278,2332.448071,6.486405671,-0.1457677251,4,B,White
19357.0931,14239.59944,4.647531804,-0.2075131919,7,B,Blue
31581.26433,25054.94829,3.261137175,-0.9012044159,7,B,Blue
15874.83146,14095.07022,6.444973839,0.2136147862,4,B,White
22262.75453,12427.75393,6.100655187,-0.3634071023,7,B,Blue
31959.36202,15094.81926,2.712122289,-4.618017208,5,B,Blue White
16158.19334,3785.062801,1.808636755,1.200939752,5,B,Blue White
15751.94627,3990.25263,5.216466064,-5.429987227,5,B,Blue White
31336.47257,26117.49907,5.965088587,-1.324941331,7,B,Blue
11577.39402,18098.43168,2.367877967,-4.534149003,6,B,Whitish
16886.20889,7977.419238,1.987310288,-4.322655237,5,B,Blue White
23606.42129,25947.45734,4.671333722,-3.616500877,6,B,Whitish
14675.88034,1766.83101,4.700704827,-4.66175455,7,B,Blue
24625.31357,13746.17271,4.27887557,-2.384638014,4,B,White
28362.51593,21673.23408,1.83603554,0.8870863328,4,B,White
21539.1242,10186.49957,5.106880145,-3.211744801,6,B,Whitish
24968.67913,12051.56521,6.340897802,-1.812494127,7,B,Blue
28306.96467,15821.21807,5.992974991,-1.649820497,7,B,Blue
15367.59667,26829.71554,2.343726972,-0.8530820696,5,B,Blue White
23819.29558,23356.36073,3.501932838,-3.160677073,4,B,White
12586.6347,2104.29389,2.961296787,0.2085528317,4,B,White
21862.61002,8381.566245,4.489599887,0.6639743185,5,B,Blue White
29270.33589,11396.61079,4.741090116,-0.5863173844,7,B,Blue
31178.17248,25943.55958,3.243883635,-4.015189133,4,B,White
21459.24238,12613.31207,5.631080228,-0.2474676433,7,B,Blue
16385.05581,7215.327268,5.619079808,-5.067815832,6,B,Whitish
25007.9591,17939.69413,5.549242876,-2.401465095,4,B,White
31097.87249,14395.147,3.485272476,-1.619229798,7,B,Blue
21726.30743,26958.96137,2.060627299,-0.9330180605,7,B,Blue
32406.40413,28042.90941,5.201782162,-3.294784708,5,B,Blue White
14537.41567,24541.15784,6.566056518,-0.7496030723,7,B,Blue
12557.25463,21274.54664,2.579887129,0.4192880918,4,B,White
16839.14875,22303.0366,2.345118426,-5.708397872,7,B,Blue
19117.62632,26993.80073,6.181802044,-5.101345555,7,B,Blue
19677.38072,1980.56315,4.111953506,0.2407888932,7,B,Blue
17163.93323,10093.93736,5.88866857,-3.011728424,5,B,Blue White
25958.39293,154.9438014,5.687586255,-3.088614534,4,B,White
12113.05217,24847.1657,2.696445812,0.94887168,6,B,Whitish
19248.03824,15235.37543,2.986559312,-0.5906921908,5,B,Blue White
16789.15849,11000.71902,2.060106439,1.109948732,5,B,Blue White
17049.42592,6818.525536,4.723014991,-4.398988513,7,B,Blue
12427.90601,16056.5805,5.53071566,-5.41080877,6,B,Whitish
23658.0349,8702.30887,4.253107628,-3.285629192,7,B,Blue
16502.73287,2074.417651,1.933200425,-2.4329913,5,B,Blue White
13570.09728,2571.998098,6.553849352,-1.917214246,5,B,Blue White
10015.14935,2073.475557,4.204511634,1.077774868,7,B,Blue
16522.69459,12309.24956,3.393587937,-2.487657316,6,B,Whitish
22668.65012,3723.356935,2.634639072,-3.165493275,5,B,Blue White
30030.7504,13304.42237,4.803054695,1.21307823,4,B,White
10971.82878,26970.71862,4.560647197,-4.196444678,4,B,White
30808.60557,10625.32908,5.404729846,-1.216556882,7,B,Blue
13012.40399,3627.339134,2.536890239,0.9865712612,6,B,Whitish
29175.76581,17084.10299,3.512578544,-1.173616862,4,B,White
28410.77262,26254.10597,2.490963841,-3.915081308,6,B,Whitish
31111.24212,10473.53494,5.882916745,-2.205597497,6,B,Whitish
13157.98414,1281.582122,3.421774753,-6.109216399,4,B,White
21608.8433,4291.633089,3.120943166,0.3935235253,4,B,White
19314.04504,2320.870225,1.828852671,-3.139690972,7,B,Blue
13992.15972,22222.28451,5.649177449,-3.900114827,4,B,White
23229.22309,13709.34069,4.187559767,0.8857863287,7,B,Blue
23943.01245,20055.77323,4.381645638,-2.725022816,7,B,Blue
14932.25203,20984.90112,5.980380118,-4.000037844,4,B,White
21958.44187,17151.43244,5.26964913,-5.496301674,5,B,Blue White
32751.27362,18870.08293,5.006812472,-1.82932356,4,B,White
21268.04874,26335.97365,2.658373403,-4.9918837,6,B,Whitish
25982.08386,19878.9934,4.442377703,-5.581294964,4,B,White
19462.70203,26265.52302,6.407400378,-1.841237595,4,B,White
10799.86502,14038.82264,4.660904026,-4.004701275,7,B,Blue
16735.12579,4261.547449,5.681139402,-3.452648978,7,B,Blue
28433.15997,2067.330356,6.525755303,-0.7780420065,5,B,Blue White
17969.54578,21434.41615,6.052437349,0.2057570678,6,B,Whitish
11916.26673,9256.881195,2.826417615,-3.555861389,4,B,White
21755.44653,20143.14005,1.966224294,0.9680651113,4,B,White
18437.16838,19581.31454,3.965394199,0.90780391,4,B,White
27008.02861,15943.18893,1.866213873,-4.601504533,5,B,Blue White
22069.02377,21460.33328,4.073811596,-0.4580353886,4,B,White
28503.98018,15156.69843,6.365746035,-1.583530046,7,B,Blue
6301.931179,3.234155257,1.31292421,4.303076131,4,F,White
6961.781895,3.632154517,1.186515535,3.292079841,3,F,Pale Yellow Orange
7155.690049,1.516829622,1.323490732,3.885533312,10,F,Yellow-White
7117.749914,3.557050675,1.306403406,2.908971649,4,F,White
6776.179025,4.221118479,1.16093085,2.625705573,8,F,Yellowish White
6851.177787,3.800141143,1.349480957,3.744771784,8,F,Yellowish White
7189.518192,3.349101428,1.396552675,3.876039154,10,F,Yellow-White
6563.138005,4.390206065,1.259186205,3.093570266,8,F,Yellowish White
6376.688983,4.868518193,1.236187214,3.643123682,10,F,Yellow-White
6821.446991,2.598077598,1.16220153,3.132445122,4,F,White
6384.048391,4.289797701,1.206300727,4.118995997,10,F,Yellow-White
6808.637427,2.498115293,1.29525323,3.230995162,10,F,Yellow-White
6061.794452,1.552132064,1.300343835,3.897579805,4,F,White
7292.992864,1.82952414,1.213129601,3.766851908,4,F,White
6268.793394,2.650530573,1.313585415,4.429158203,3,F,Pale Yellow Orange
6789.573143,2.569482127,1.165023899,2.901593337,4,F,White
6451.919423,1.563077466,1.385126523,3.696355481,10,F,Yellow-White
6933.058188,2.067725931,1.173132644,2.667406883,10,F,Yellow-White
6036.391284,3.053963122,1.233494483,3.58882942,3,F,Pale Yellow Orange
6086.89429,4.183695103,1.312762411,4.192298297,4,F,White
7205.183383,3.884395773,1.275977694,2.581396658,3,F,Pale Yellow Orange
6114.103289,4.000878548,1.282731285,3.158720882,10,F,Yellow-White
6432.11813,3.109233073,1.244780933,3.918699324,10,F,Yellow-White
6684.035164,4.717439426,1.342226853,4.220621762,3,F,Pale Yellow Orange
6320.634761,4.961301969,1.220627816,3.501797233,10,F,Yellow-White
6705.769294,4.764103904,1.312318185,4.489519171,10,F,Yellow-White
7015.128206,3.115331716,1.380545956,3.357280273,3,F,Pale Yellow Orange
6678.447096,4.667227593,1.232667971,3.034690509,4,F,White
7211.534914,2.852580788,1.353359782,3.445903759,8,F,Yellowish White
6191.245574,3.610557933,1.346908899,2.821690662,8,F,Yellowish White
6541.795412,3.46111653,1.18108062,2.817795624,8,F,Yellowish White
6364.380727,4.460439145,1.189346887,3.036683938,10,F,Yellow-White
6777.530412,2.496817342,1.253749568,4.01424013,4,F,White
6047.417314,3.821614742,1.3218332,3.718348059,8,F,Yellowish White
6082.792454,3.607903618,1.314425976,4.433866066,4,F,White
6419.747257,3.797620313,1.319994374,4.04664153,4,F,White
6127.89209,2.584769303,1.152346669,3.645729153,3,F,Pale Yellow Orange
6221.058014,2.660753325,1.182152393,3.400447008,8,F,Yellowish White
6482.512938,2.158690651,1.340976595,3.074114155,4,F,White
6051.690109,1.852391925,1.360478874,4.004773185,4,F,White
6922.01324,2.502973839,1.336737148,2.688716323,4,F,White
6833.743768,2.741891776,1.386130866,2.7135715,10,F,Yellow-White
6226.279118,3.375165943,1.379928556,3.969787259,8,F,Yellowish White
6080.797525,4.967915423,1.205768573,3.209184051,3,F,Pale Yellow Orange
6528.657246,1.59862329,1.277441797,3.661267199,10,F,Yellow-White
6601.981804,3.983362055,1.346935049,3.097710868,8,F,Yellowish White
6263.476589,4.668049562,1.280612979,3.927361884,3,F,Pale Yellow Orange
7130.414857,4.530402834,1.304347986,3.220972401,10,F,Yellow-White
6777.32248,1.91709263,1.289560175,3.93691905,8,F,Yellowish White
6029.917598,4.843463204,1.332748006,4.490647466,3,F,Pale Yellow Orange
7169.254368,3.043152768,1.165850529,2.66740021,8,F,Yellowish White
6588.82995,4.565160761,1.273196632,3.436411794,10,F,Yellow-White
6075.434029,4.52733075,1.20748101,2.687606115,8,F,Yellowish White
